"name","difficulty","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"86.json","0.0","22","6","16","2.0","3","39","34","4","0.0324","0.141","0.3144","0.4798","0.642","6.9988"
"87.json","0.0","26","9","17","4.0","3","46","38","5","0.0286","0.1004","0.2444","0.4106","0.5654","7.4674"
"88.json","0.0","14","3","11","0.0","4","25","26","3","0.1274","0.333","0.5388","0.7082","0.82","5.678704880000001"
"89.json","0.0","22","6","16","2.0","3","39","34","4","0.0298","0.1328","0.308","0.4842","0.6518","6.9852"
"9.json","0.0","12","2","10","0.0","4","26","24","2","0.0838","0.2834","0.501","0.6882","0.8086","5.8882"
"90.json","0.0","21","6","15","2.0","4","36","33","4","0.0336","0.1554","0.3332","0.5086","0.6626","6.9074"
"91.json","0.0","26","9","17","4.0","3","46","38","5","0.027","0.1116","0.2568","0.428","0.5782","7.4148"
"92.json","0.0","16","4","12","0.0","3","30","28","4","0.1168","0.3026","0.5096","0.6748","0.8016","5.8392"
"93.json","0.0","23","7","16","2.0","3","41","35","5","0.029","0.1294","0.2948","0.4816","0.6402","7.059"
"94.json","0.0","23","7","16","2.0","3","41","35","5","0.0314","0.1338","0.2946","0.4794","0.6346","7.048597039999999"
"95.json","0.0","27","10","17","4.0","3","48","39","6","0.0192","0.0962","0.2398","0.4022","0.5646","7.5296"
"96.json","0.0","12","2","10","0.0","4","20","24","2","0.1384","0.3504","0.5608","0.7266","0.8394","5.576"
"97.json","0.0","18","4","14","1.0","3","32","30","3","0.0494","0.189","0.3884","0.5652","0.7214","6.5224"
"98.json","0.0","18","4","14","1.0","3","32","30","3","0.0528","0.2012","0.3974","0.5816","0.7128","6.5322"
"99.json","0.0","22","6","16","2.0","2","41","34","4","0.026","0.131","0.2964","0.479","0.6318","7.0766"
"base.json","0.0","6","0","6","0.0","6","12","18","0","0.1582","0.4032","0.6162","0.7746","0.8804","5.285"
"0.json","2.5","6","0","6","0.0","6","12","18","0","0.1658","0.4056","0.6388","0.8008","0.8948","5.1944"
"1.json","2.5","9","1","8","0.0","5","19","21","1","0.0998","0.3266","0.5458","0.723","0.8368","5.6644"
"10.json","2.5","11","2","9","0.0","5","23","23","2","0.089","0.2862","0.5052","0.6858","0.8128","5.8638"
"100.json","2.5","18","4","14","1.0","3","32","30","3","0.0562","0.2062","0.3966","0.5792","0.7246","6.4862"
"101.json","2.5","22","6","16","2.0","3","38","34","4","0.0284","0.125","0.2946","0.4738","0.6286","7.1276"
"102.json","2.5","24","6","18","2.0","2","44","36","4","0.014","0.0954","0.2472","0.438","0.6078","7.296"
"103.json","2.5","26","8","18","3.0","2","47","38","5","0.0164","0.0868","0.226","0.4082","0.5648","7.5048"
"104.json","2.5","18","4","14","1.0","3","32","30","3","0.0578","0.1928","0.3828","0.5696","0.7126","6.5436"
"105.json","2.5","24","6","18","2.0","2","44","36","4","0.0148","0.092","0.2448","0.4226","0.5912","7.3556"
"106.json","2.5","22","6","16","2.0","3","38","34","4","0.0262","0.1302","0.293","0.476","0.6414","7.0734"
"107.json","2.5","26","8","18","3.0","2","47","38","5","0.0158","0.0866","0.2312","0.3958","0.5696","7.4942"
"108.json","2.5","22","6","16","2.0","2","41","34","4","0.0336","0.1386","0.3056","0.4916","0.6494","7.0046"
"109.json","2.5","26","8","18","3.0","2","47","38","5","0.0148","0.0874","0.2238","0.3974","0.5554","7.5294"
"11.json","2.5","13","3","10","0.0","4","28","25","3","0.0678","0.2446","0.454","0.6444","0.7772","6.119"
"110.json","2.5","26","8","18","3.0","2","47","38","5","0.0132","0.0956","0.2332","0.4044","0.5724","7.4548"
"111.json","2.5","28","10","18","4.0","2","50","40","6","0.0178","0.0838","0.2112","0.3782","0.54","7.643"
"112.json","2.5","13","3","10","0.0","4","21","25","3","0.1308","0.3386","0.5528","0.7232","0.8332","5.621"
"113.json","2.5","21","6","15","2.0","3","35","33","4","0.0454","0.1752","0.3362","0.52","0.6692","6.8476"
"114.json","2.5","21","6","15","2.0","3","35","33","4","0.0448","0.1682","0.3374","0.4926","0.6512","6.9008"
"115.json","2.5","26","9","17","4.0","2","45","38","5","0.0228","0.1108","0.2598","0.4248","0.5838","7.3994"
"116.json","2.5","19","5","14","1.0","3","33","31","4","0.0574","0.1948","0.3896","0.5702","0.721","6.5022"
"117.json","2.5","23","7","16","2.0","3","39","35","5","0.028","0.1296","0.2902","0.4614","0.6236","7.1346"
"118.json","2.5","26","8","18","3.0","2","46","38","5","0.0152","0.092","0.2324","0.4104","0.576","7.4812"
"119.json","2.5","28","10","18","4.0","2","49","40","6","0.0176","0.085","0.2152","0.3776","0.5384","7.6952"
"12.json","2.5","11","2","9","0.0","4","24","23","2","0.1426","0.3658","0.5788","0.742","0.8488","5.4848"
"120.json","2.5","19","5","14","1.0","3","33","31","4","0.0514","0.2046","0.3834","0.5716","0.7102","6.5218"
"121.json","2.5","26","8","18","3.0","2","46","38","5","0.0142","0.0928","0.2324","0.406","0.5694","7.4564"
"122.json","2.5","23","7","16","2.0","3","39","35","5","0.0272","0.12","0.274","0.441","0.597","7.2742"
"123.json","2.5","28","10","18","4.0","2","49","40","6","0.0148","0.0834","0.2054","0.362","0.5302","7.7698"
"124.json","2.5","23","7","16","2.0","2","42","35","5","0.029","0.135","0.3004","0.4842","0.6382","7.0562"
"125.json","2.5","27","9","18","3.0","2","48","39","6","0.0164","0.085","0.217","0.3914","0.5518","7.5972"
"126.json","2.5","27","9","18","3.0","2","48","39","6","0.0192","0.0912","0.2234","0.3866","0.556","7.5968"
"127.json","2.5","29","11","18","4.0","2","51","41","7","0.0176","0.0764","0.1964","0.3474","0.5082","7.8544"
"128.json","2.5","9","1","8","0.0","5","16","21","1","0.1498","0.3776","0.6002","0.7598","0.8658","5.3862"
"129.json","2.5","12","2","10","0.0","4","23","24","2","0.1368","0.35","0.5676","0.7326","0.8408","5.5598"
"13.json","2.5","13","3","10","0.0","4","28","25","3","0.0826","0.276","0.4936","0.6738","0.7948","5.978"
"130.json","2.5","12","2","10","0.0","4","23","24","2","0.1424","0.3582","0.569","0.736","0.8446","5.5344"
"131.json","2.5","14","3","11","0.0","3","28","26","3","0.134","0.3334","0.5478","0.7122","0.8348","5.633"
"132.json","2.5","15","3","12","1.0","4","28","27","2","0.0672","0.2302","0.435","0.6164","0.7544","6.3112"
"133.json","2.5","17","4","13","1.0","4","32","29","3","0.0566","0.2032","0.3986","0.5858","0.72","6.4930732"
"134.json","2.5","18","4","14","1.0","3","35","30","3","0.0524","0.1926","0.3878","0.5762","0.7182","6.5086"
"135.json","2.5","19","5","14","1.0","3","37","31","4","0.0568","0.1994","0.3744","0.5534","0.7044","6.6084"
"136.json","2.5","15","3","12","1.0","4","28","27","2","0.071","0.241","0.4318","0.6024","0.735","6.3458"
"137.json","2.5","18","4","14","1.0","3","35","30","3","0.0594","0.2046","0.4052","0.593","0.7316","6.4078"
"138.json","2.5","17","4","13","1.0","4","32","29","3","0.0578","0.2096","0.4022","0.5886","0.7302","6.41710044"
"139.json","2.5","19","5","14","1.0","3","37","31","4","0.0516","0.1886","0.3744","0.5592","0.7114","6.591888839999999"
"14.json","2.5","13","3","10","0.0","4","28","25","3","0.085","0.2676","0.485","0.6616","0.7942","5.9872"
"140.json","2.5","19","5","14","2.0","3","37","31","3","0.0488","0.1762","0.3474","0.5258","0.673","6.8256"
"141.json","2.5","21","6","15","2.0","3","41","33","4","0.0428","0.1624","0.336","0.5104","0.6588","6.893"
"142.json","2.5","21","6","15","2.0","3","41","33","4","0.0468","0.1726","0.3472","0.5166","0.668","6.834"
"143.json","2.5","22","7","15","2.0","3","43","34","5","0.039","0.1588","0.3206","0.4974","0.643","6.936770832184001"
"144.json","2.5","12","2","10","0.0","4","20","24","2","0.14","0.3498","0.5672","0.7368","0.8454","5.5358"
"145.json","2.5","18","4","14","1.0","3","32","30","3","0.0552","0.1968","0.3852","0.5706","0.7142","6.5378"
"146.json","2.5","18","4","14","1.0","3","32","30","3","0.049","0.1902","0.3858","0.5726","0.7222","6.5348"
"147.json","2.5","22","6","16","2.0","2","41","34","4","0.029","0.1308","0.3058","0.4948","0.648","6.997"
"148.json","2.5","18","4","14","1.0","3","32","30","3","0.0518","0.2022","0.3994","0.5814","0.7214","6.4774"
"149.json","2.5","22","6","16","2.0","3","38","34","4","0.0296","0.132","0.2966","0.4758","0.6308","7.070671119999999"
"15.json","2.5","14","4","10","0.0","4","30","26","4","0.0642","0.233","0.442","0.6224","0.7586","6.2286"
"150.json","2.5","24","6","18","2.0","2","44","36","4","0.0154","0.1","0.2582","0.4382","0.6064","7.2642"
"151.json","2.5","26","8","18","3.0","2","47","38","5","0.0138","0.0794","0.2212","0.3956","0.569","7.5412"
"152.json","2.5","18","4","14","1.0","3","32","30","3","0.0506","0.1924","0.3948","0.576","0.7246","6.5109786"
"153.json","2.5","24","6","18","2.0","2","44","36","4","0.015","0.098","0.2474","0.4314","0.5992","7.2666"
"154.json","2.5","22","6","16","2.0","3","38","34","4","0.0258","0.1278","0.2944","0.4788","0.6298","7.115614134224001"
"155.json","2.5","26","8","18","3.0","2","47","38","5","0.017","0.0842","0.2196","0.394","0.5612","7.5476"
"156.json","2.5","22","6","16","2.0","2","41","34","4","0.028","0.1356","0.307","0.49","0.6456","6.9796"
"157.json","2.5","26","8","18","3.0","2","47","38","5","0.0134","0.0834","0.2196","0.3868","0.568","7.5508"
"158.json","2.5","26","8","18","3.0","2","47","38","5","0.015","0.0844","0.2284","0.4002","0.5724","7.4544"
"159.json","2.5","28","10","18","4.0","2","50","40","6","0.0158","0.0764","0.1936","0.3628","0.5254","7.749"
"16.json","2.5","9","1","8","0.0","5","16","21","1","0.151","0.3792","0.608","0.7702","0.8724","5.347838298018739"
"160.json","2.5","11","2","9","0.0","5","18","23","2","0.131","0.3568","0.5788","0.7398","0.8444","5.5362"
"161.json","2.5","14","3","11","0.0","4","25","26","3","0.1224","0.3092","0.5262","0.6998","0.8236","5.7384"
"162.json","2.5","14","3","11","0.0","4","25","26","3","0.1316","0.3384","0.5494","0.7082","0.8242","5.6616"
"163.json","2.5","16","4","12","0.0","3","30","28","4","0.1108","0.2962","0.4964","0.669","0.8058","5.8752"
"164.json","2.5","19","5","14","2.0","4","32","31","3","0.0452","0.1724","0.3544","0.5302","0.6808","6.7762"
"165.json","2.5","21","6","15","2.0","4","36","33","4","0.034","0.152","0.333","0.5044","0.6574","6.9262"
"166.json","2.5","22","6","16","2.0","3","39","34","4","0.0276","0.1342","0.3","0.4816","0.6364","7.0368"
"167.json","2.5","23","7","16","2.0","3","41","35","5","0.0314","0.129","0.2928","0.4762","0.6296","7.1088"
"168.json","2.5","19","5","14","2.0","4","32","31","3","0.0376","0.1654","0.3414","0.5212","0.6654","6.8054"
"169.json","2.5","22","6","16","2.0","3","39","34","4","0.031","0.1432","0.31","0.4894","0.6416","7.0136"
"17.json","2.5","15","3","12","1.0","4","28","27","2","0.0672","0.212","0.4166","0.5966","0.738","6.3792"
"170.json","2.5","21","6","15","2.0","4","36","33","4","0.0386","0.153","0.3328","0.5142","0.669","6.8436"
"171.json","2.5","23","7","16","2.0","3","41","35","5","0.0332","0.1402","0.2972","0.4834","0.6382","7.0182"
"172.json","2.5","24","8","16","4.0","3","42","36","4","0.028","0.1252","0.264","0.4262","0.5752","7.3746"
"173.json","2.5","26","9","17","4.0","3","46","38","5","0.0242","0.111","0.2532","0.413","0.5698","7.4908"
"174.json","2.5","26","9","17","4.0","3","46","38","5","0.0238","0.1062","0.247","0.4178","0.5758","7.4088"
"175.json","2.5","27","10","17","4.0","3","48","39","6","0.019","0.1106","0.2502","0.4066","0.563","7.4564"
"176.json","2.5","13","3","10","0.0","4","21","25","3","0.1298","0.3356","0.5386","0.7076","0.8258","5.6644"
"177.json","2.5","19","5","14","1.0","3","33","31","4","0.0542","0.2002","0.3798","0.5624","0.7048","6.5834"
"178.json","2.5","19","5","14","1.0","3","33","31","4","0.0608","0.1966","0.385","0.5668","0.7096","6.5692"
"179.json","2.5","23","7","16","2.0","2","42","35","5","0.0314","0.1396","0.3028","0.477","0.6304","7.0546"
"18.json","2.5","15","3","12","1.0","4","28","27","2","0.0734","0.2492","0.4412","0.6112","0.752","6.2258"
"180.json","2.5","21","6","15","2.0","3","35","33","4","0.041","0.1602","0.329","0.5036","0.6588","6.8912"
"181.json","2.5","23","7","16","2.0","3","39","35","5","0.0226","0.1172","0.2704","0.4444","0.609","7.2426"
"182.json","2.5","26","8","18","3.0","2","46","38","5","0.0218","0.0942","0.2282","0.4074","0.5672","7.489905179936"
"183.json","2.5","27","9","18","3.0","2","48","39","6","0.0148","0.0878","0.2122","0.3804","0.5374","7.6536"
"184.json","2.5","21","6","15","2.0","3","35","33","4","0.0424","0.1638","0.3406","0.52","0.6604","6.8534"
"185.json","2.5","26","8","18","3.0","2","46","38","5","0.0178","0.0924","0.233","0.4072","0.565","7.4786"
"186.json","2.5","23","7","16","2.0","3","39","35","5","0.0258","0.1152","0.2702","0.4476","0.6094","7.237"
"187.json","2.5","27","9","18","3.0","2","48","39","6","0.0152","0.0892","0.2232","0.3864","0.5418","7.5958"
"188.json","2.5","26","9","17","4.0","2","45","38","5","0.0222","0.104","0.2428","0.4144","0.5654","7.4908"
"189.json","2.5","28","10","18","4.0","2","49","40","6","0.014","0.0736","0.204","0.3612","0.517","7.8266"
"19.json","2.5","19","5","14","2.0","3","37","31","3","0.0476","0.1812","0.3526","0.5194","0.6656","6.7954"
"190.json","2.5","28","10","18","4.0","2","49","40","6","0.017","0.084","0.2114","0.3634","0.524","7.6986"
"191.json","2.5","29","11","18","4.0","2","51","41","7","0.0156","0.077","0.1964","0.352","0.5182","7.8314"
"192.json","2.5","11","2","9","0.0","4","19","23","2","0.1352","0.3646","0.5774","0.746","0.8458","5.503"
"193.json","2.5","17","4","13","1.0","3","31","29","3","0.0664","0.2306","0.4222","0.5974","0.7352","6.3442"
"194.json","2.5","17","4","13","1.0","3","31","29","3","0.0688","0.2252","0.4254","0.6014","0.7384","6.3724"
"195.json","2.5","21","6","15","2.0","2","40","33","4","0.0364","0.1562","0.3224","0.5","0.6636","6.9102"
"196.json","2.5","17","4","13","1.0","3","31","29","3","0.075","0.2378","0.4284","0.5994","0.7378","6.351"
"197.json","2.5","19","5","14","1.0","3","35","31","4","0.0406","0.166","0.3558","0.5296","0.6778","6.783"
"198.json","2.5","22","6","16","2.0","2","42","34","4","0.0266","0.134","0.2966","0.4702","0.6174","7.134"
"199.json","2.5","23","7","16","2.0","2","44","35","5","0.022","0.1156","0.2732","0.451","0.6136","7.2344"
"2.json","2.5","9","1","8","0.0","5","19","21","1","0.102","0.3106","0.5328","0.7064","0.8342","5.7234"
"20.json","2.5","12","2","10","0.0","4","23","24","2","0.1398","0.355","0.5782","0.7408","0.848","5.5006"
"200.json","2.5","17","4","13","1.0","3","31","29","3","0.0644","0.2204","0.4166","0.5942","0.731","6.3822"
"201.json","2.5","22","6","16","2.0","2","42","34","4","0.0252","0.1204","0.2968","0.4864","0.6468","7.0492"
"202.json","2.5","19","5","14","1.0","3","35","31","4","0.0426","0.1644","0.3376","0.521","0.6756","6.8242"
"203.json","2.5","23","7","16","2.0","2","44","35","5","0.0284","0.122","0.2816","0.4498","0.6052","7.2778"
"204.json","2.5","21","6","15","2.0","2","40","33","4","0.0358","0.1514","0.3206","0.4992","0.6566","6.9456"
"205.json","2.5","23","7","16","2.0","2","44","35","5","0.0314","0.1214","0.2712","0.4392","0.596","7.2746"
"206.json","2.5","23","7","16","2.0","2","44","35","5","0.0212","0.1228","0.2736","0.4444","0.6048","7.2596"
"207.json","2.5","24","8","16","2.0","2","46","36","6","0.028","0.1178","0.2604","0.425","0.581","7.398"
"208.json","2.5","13","3","10","0.0","4","21","25","3","0.1258","0.3336","0.5432","0.7116","0.827","5.6814"
"209.json","2.5","21","6","15","2.0","3","35","33","4","0.0364","0.1592","0.3316","0.5046","0.653","6.9188"
"21.json","2.5","17","4","13","1.0","4","32","29","3","0.0608","0.221","0.409","0.5876","0.7276","6.4426"
"210.json","2.5","21","6","15","2.0","3","35","33","4","0.0414","0.1622","0.3434","0.5206","0.6726","6.8364"
"211.json","2.5","26","9","17","4.0","2","45","38","5","0.0214","0.1048","0.2478","0.4096","0.5672","7.4692"
"212.json","2.5","19","5","14","1.0","3","33","31","4","0.0554","0.196","0.3866","0.5686","0.7106","6.544"
"213.json","2.5","23","7","16","2.0","3","39","35","5","0.0244","0.1146","0.268","0.4422","0.598","7.2738"
"214.json","2.5","26","8","18","3.0","2","46","38","5","0.0152","0.0876","0.2152","0.3874","0.5542","7.582735740976001"
"215.json","2.5","28","10","18","4.0","2","49","40","6","0.0148","0.0824","0.2036","0.3702","0.5352","7.7088"
"216.json","2.5","19","5","14","1.0","3","33","31","4","0.054","0.196","0.3888","0.572","0.7104","6.5352"
"217.json","2.5","26","8","18","3.0","2","46","38","5","0.018","0.0916","0.231","0.403","0.5672","7.4956"
"218.json","2.5","23","7","16","2.0","3","39","35","5","0.0286","0.1272","0.2768","0.4454","0.6052","7.2562"
"219.json","2.5","28","10","18","4.0","2","49","40","6","0.014","0.0774","0.2102","0.3758","0.5386","7.71853024"
"22.json","2.5","18","4","14","1.0","3","35","30","3","0.051","0.1896","0.3868","0.5706","0.7072","6.5394"
"220.json","2.5","23","7","16","2.0","2","42","35","5","0.0286","0.1256","0.2976","0.4846","0.6326","7.0532"
"221.json","2.5","27","9","18","3.0","2","48","39","6","0.018","0.0912","0.2316","0.3982","0.5614","7.5584"
"222.json","2.5","27","9","18","3.0","2","48","39","6","0.0148","0.0808","0.214","0.3784","0.537","7.6554"
"223.json","2.5","29","11","18","4.0","2","51","41","7","0.0174","0.0812","0.203","0.3602","0.5184","7.8284"
"224.json","2.5","13","3","10","0.0","4","21","25","3","0.125","0.33","0.5568","0.7168","0.833","5.6434"
"225.json","2.5","19","5","14","1.0","3","33","31","4","0.051","0.1984","0.3812","0.568","0.7076","6.5628"
"226.json","2.5","19","5","14","1.0","3","33","31","4","0.0562","0.2044","0.4076","0.5722","0.7194","6.4946"
"227.json","2.5","23","7","16","2.0","2","42","35","5","0.0302","0.1392","0.3022","0.48","0.6426","7.0356"
"228.json","2.5","21","6","15","2.0","3","35","33","4","0.043","0.165","0.337","0.5184","0.667","6.8548"
"229.json","2.5","23","7","16","2.0","3","39","35","5","0.0288","0.1298","0.29","0.4702","0.6252","7.1258"
"23.json","2.5","21","6","15","2.0","3","41","33","4","0.0398","0.1576","0.3316","0.5106","0.657","6.908023122826845"
"230.json","2.5","26","8","18","3.0","2","46","38","5","0.0134","0.0916","0.2282","0.3894","0.551","7.5792"
"231.json","2.5","27","9","18","3.0","2","48","39","6","0.0126","0.0776","0.2078","0.3686","0.5378","7.68113072"
"232.json","2.5","21","6","15","2.0","3","35","33","4","0.038","0.1572","0.327","0.5036","0.6578","6.9344"
"233.json","2.5","26","8","18","3.0","2","46","38","5","0.0168","0.091","0.2244","0.3954","0.5598","7.5472"
"234.json","2.5","23","7","16","2.0","3","39","35","5","0.0284","0.1272","0.2848","0.4616","0.6116","7.1514"
"235.json","2.5","27","9","18","3.0","2","48","39","6","0.0166","0.0884","0.2248","0.386","0.552","7.6086"
"236.json","2.5","26","9","17","4.0","2","45","38","5","0.023","0.0996","0.2444","0.4176","0.5818","7.4524"
"237.json","2.5","28","10","18","4.0","2","49","40","6","0.0142","0.0838","0.2074","0.3742","0.5316","7.71476532"
"238.json","2.5","28","10","18","4.0","2","49","40","6","0.015","0.084","0.2082","0.375","0.5322","7.7224"
"239.json","2.5","29","11","18","4.0","2","51","41","7","0.0166","0.0796","0.191","0.3498","0.507","7.8846"
