"combinations","n","pMax","pAvg","r2","rse1","rse2"
"complexity,blocking,inverseDelay,free","4","1.3143258022170505e-14","2.6286545631137505e-15","0.9767930612307312","0.10594659477158927","0.10615743397469882"
"complexity,blocking,inverseDelay,timeComp1","4","0.8961179073240381","0.179799008878554","0.9702232239639799","0.12000985517113977","0.12024868098979044"
"complexity,blocking,centrality,free","4","6.087745913968365e-6","1.2175491827936744e-6","0.9787328659826026","0.10142209059666146","0.10162392580245742"
"complexity,blocking,centrality,timeComp1","4","1.3371101454914492e-5","2.674220290982898e-6","0.9786148498791942","0.10170310825889901","0.10190550270437695"
"complexity,blocking,free,timeComp1","4","1.4651035823644554e-6","2.930568409213279e-7","0.9753108495287847","0.10927759985270839","0.10949506792820758"
"complexity,delay,inverseBlocking,inverseDelay","4","0.9999860383987401","0.7277008139668633","0.9679044880354076","0.12459488920668865","0.12484283948020614"
"complexity,delay,inverseBlocking,centrality","4","0.9999929502188212","0.5999920716653935","0.9770061424468851","0.10545908349296264","0.10566895252341385"
"complexity,delay,inverseBlocking,free","4","0.9999852967463535","0.5999899496253522","0.9713267052983948","0.11776517278431604","0.1179995315689229"
"complexity,delay,inverseDelay,centrality","4","0.5786910232789979","0.11573820465588291","0.9770342441096705","0.10539462102459876","0.10560436177140395"
"complexity,delay,inverseDelay,free","4","1.3143258022344368e-14","2.628654563148523e-15","0.9767930612307313","0.10594659477158906","0.10615743397469861"
"complexity,delay,inverseDelay,timeComp1","4","0.8961179073209917","0.17979767667716076","0.9702232239639799","0.12000985517113974","0.12024868098979041"
"complexity,delay,centrality,free","4","6.08774591388968e-6","1.2175567149943192e-6","0.9787328659826026","0.10142209059666137","0.10162392580245734"
"complexity,delay,free,timeComp1","4","1.4651035823389146e-6","2.930568426352699e-7","0.9753108495287846","0.10927759985270852","0.10949506792820769"
"complexity,inverseBlocking,inverseDelay,centrality","4","0.5786910232750813","0.11573820465501625","0.9770342441096707","0.10539462102459864","0.10560436177140382"
"complexity,inverseBlocking,inverseDelay,free","4","1.3143258022170505e-14","2.6286545631137505e-15","0.9767930612307312","0.10594659477158927","0.10615743397469882"
"complexity,inverseBlocking,inverseDelay,timeComp1","4","0.8961179073240381","0.179799008878554","0.9702232239639799","0.12000985517113977","0.12024868098979044"
"complexity,inverseBlocking,centrality,free","4","6.087745913968365e-6","1.2175491827936744e-6","0.9787328659826026","0.10142209059666146","0.10162392580245742"
"complexity,inverseBlocking,centrality,timeComp1","4","1.3371101454914492e-5","2.674220290982898e-6","0.9786148498791942","0.10170310825889901","0.10190550270437695"
"complexity,inverseBlocking,free,timeComp1","4","1.4651035823644554e-6","2.930568409213279e-7","0.9753108495287847","0.10927759985270839","0.10949506792820758"
"complexity,inverseDelay,centrality,free","4","0.00037641059782235454","8.94036627584531e-5","0.9706746238386462","0.11909673900959113","0.11933374767985432"
"complexity,inverseDelay,centrality,timeComp1","4","0.025297672188290304","0.0053577358087880085","0.971367750769145","0.11768085289537869","0.11791504387904557"
"complexity,inverseDelay,free,timeComp1","4","0.24353618540843436","0.04870726354016134","0.9731832670385095","0.11388879766901468","0.11411544226665757"
"complexity,centrality,free,timeComp1","4","0.07216572884048816","0.01443314583698968","0.9733800642257999","0.11347013618185271","0.11369594762148315"
"blocking,delay,inverseDelay,centrality","4","0.5786910232789882","0.11573820465588099","0.9770342441096707","0.10539462102459868","0.10560436177140387"
"blocking,delay,inverseDelay,free","4","1.3143258022419086e-14","2.6286516230112043e-15","0.9767930612307312","0.10594659477158921","0.10615743397469876"
"blocking,delay,centrality,free","4","6.087745913884692e-6","1.217556714993322e-6","0.9787328659826026","0.10142209059666142","0.10162392580245738"
